name,lat,lon,category,address,osm_id,osm_type
Vision Tower,10.8079066,106.6734219,other,,357237337,way
Visitor Information and Support Center,10.7688309,106.6932343,information,,6315288901,node
Vissai Saigon Hotel,10.7988628,106.6708373,hotel,"144, Nguyễn Văn Trỗi, Phú Nhuận",196546231,way
Vissan,10.7529213,106.6687527,shop,"473, Đường Trần Phú",1524297439,way
Vit,10.7570669,106.6219189,restaurant,,13757967905,node
Vita Juices and Smoothies,10.7629803,106.6876905,shop,,13541336101,node
Vitimex,10.8892844,106.7755024,shop,,10303285240,node
Viva Coffee,10.7927168,106.6414237,cafe,,11438719430,node
Viva Reserve,10.7723234,106.6652645,cafe,"84, Thành Thái",13532781001,node
Viva Star,10.7835209,106.6579679,cafe,,1241302737,way
Viva Star Coffee,10.7611117,106.6308725,cafe,"32, Đường Lương Minh Nguyệt, Quận Tân Phú, Ho Chi Minh City",12564637280,node
Viva To Go,10.7775862,106.6612112,cafe,Đường D1,13532774901,node
Vive Gourmet Food & Wine - The River,10.782216,106.7191754,shop,"23, Trần Bạch Đằng, Quận 2, Thành phố Hồ Chí Minh",11612841316,node
Viễn Đông,10.7514874,106.6654611,hotel,"59, Đường An Điềm",1486116585,way
Viễn Đông Building,10.7653787,106.70628,other,"15/48, Hẻm 15 Đoàn Nhữ Hài, Quận 4, Ho Chi Minh City",683697192,way
Viện Công Nghệ Cao HUTECH,10.8407568,106.8088155,other,,605379728,way
Viện Công nghệ Hóa học,10.8768507,106.6782725,research_institute,"1A, Thạnh Lộc 29, Phường An Phú Đông",1429659954,way
Viện Công tố và Kiểm soát xét xử phúc thẩm tại Thành phố Hồ Chí Minh,10.7744439,106.7805666,office,"268, Võ Chí Công",1369532955,way
Viện Cơ học và Tin học ứng dụng,10.7779565,106.6854339,research_institute,"291, Đường Điện Biên Phủ",1210180656,way
Viện Di Động,10.7922932,106.6936363,shop,"81, Trần Quang Khải, Tân Định, Ho Chi Minh City",4213286993,node
Viện Hàn lâm Khoa học và Công nghệ Việt Nam tại Thành phố Hồ Chí Minh,10.7823623,106.7013964,research_institute,"01, Mạc Đĩnh Chi",801902444,way
Viện John von Neumann,10.8682991,106.7942498,other,,292023157,way
Viện Khoa Học Xã Hội Vùng Nam Bộ,10.7980161,106.6721402,research_institute,"270, Nguyễn Trọng Tuyển, Phú Nhuận, HCMC",2995930074,node
Viện Khoa học An toàn Vệ sinh lao động Thành phố Hồ Chí Minh,10.8235281,106.6864423,office,"348, Nguyễn Thái Sơn",1041022607,way
Viện Khoa học Kỹ thuật Nông nghiệp miền Nam,10.7916395,106.6995141,research_institute,"121, Nguyễn Bỉnh Khiêm",1186015390,way
Viện Khoa học Vật liệu Ứng dụng,10.8771687,106.6788854,other,,1210180650,way
Viện Khoa học Vật liệu ứng dụng,10.8773905,106.6792161,research_institute,"01B, Đường Thạnh Lộc 29",1210180652,way
Viện Khoa học Xã hội tại Thành phố Hồ Chí Minh,10.7777712,106.7005762,office,,801950694,way
Viện Khoa học sự sống,10.8657434,106.7963278,research_institute,,725219783,way
Viện Khoa học xã hội vùng Nam Bộ,10.7804659,106.6962282,research_institute,"49, Nguyễn Thị Minh Khai, Quận 1, Thành Phố Hồ Chí Minh",1154681659,way
Viện Kiểm nghiệm Thuốc Thành phố Hồ Chí Minh,10.7643921,106.6936149,research_institute,"200, Đường Cô Bắc",1229208507,way
Viện Kiểm sát Nhân dân Quận 3,10.7809011,106.6826268,office,"115, Bà Huyện Thanh Quan",12918414923,node
Viện Kiểm sát Nhân dân Quận Gò Vấp,10.8332286,106.6661438,transport,,11758401387,node
Viện Kiểm sát Nhân dân Thành phố Hồ Chí Minh,10.7766002,106.6987085,office,"120, Nam Kỳ Khởi Nghĩa",193142042,way
Viện Kiểm sát Nhân dân Tối cao tại Thành phố Hồ Chí Minh,10.7779536,106.6975439,office,,709834377,way
Viện Kiểm sát Nhân dân quận Bình Thạnh,10.8053279,106.6914859,office,"18, Hoàng Hoa Thám",1394481050,way
Viện Kiểm sát Nhân dân quận Thủ Đức,10.8514308,106.7688263,office,"20, Đường số 6",293460400,way
Viện Kiểm sát Tối cao - Đại diện Văn phòng tại Thành phố Hồ Chí Minh,10.7994589,106.6727444,office,"199, Hoàng Văn Thụ",1394456954,way
Viện Kiểm sát khi vực,10.8663827,106.6390131,office,,516774783,way
Viện Môi trường và Tài nguyên,10.8788756,106.7868534,research_institute,,1419353338,way
Viện Nghiên cứu Giáo dục,10.7788891,106.70214,office,,804925975,way
Viện Pasteur,10.7853989,106.6884993,transport,,1226533638,node
Viện Pasteur Thành phố Hồ Chí Minh,10.7862639,106.688855,hospital,"167, Đường Pasteur",193092896,way
Viện Quy hoạch Xây dựng Thành phố Hồ Chí Minh,10.7785427,106.6898189,office,"216, Nguyễn Đình Chiểu",1042202418,way
Viện Sinh thái học Miền Nam,10.8775386,106.6795225,other,"1D, Đường Thạnh Lộc 29, Quận 12, Phường Thạnh Lộc",1210180649,way
Viện Sốt rét - Ký sinh trùng - Côn trùng Thành phố Hồ Chí Minh,10.7554557,106.6834872,research_institute,"485, Đường Trần Hưng Ðạo",1196987523,way
Viện Thánh Kinh Thần Học,10.781199,106.7742326,school,,10304893410,node
Viện Thẩm Mỹ Belas,10.7928262,106.6905777,shop,,1042877528,way
Viện Thẩm Mỹ Uy Tín YB Spa Gò Vấp,10.8154591,106.6781875,shop,"689/28, Nguyễn Kiệm",5653940922,node
Viện Thẩm Mỹ Uy Tín YB Spa Thủ Đức,10.8557435,106.7659662,shop,"18, Số 4",5653940921,node
Viện Thủy Lợi và Môi Trường,10.7927501,106.7070226,office,"11, Xô Viết Nghệ Tĩnh, Bình Thạnh, Ho Chi Minh City",690085500,way
Viện Tim Thành phố Hồ Chí Minh,10.7732058,106.666965,hospital,"86/4, Thành Thái, 10, Ho Chi Minh City",375544508,way
Viện Tài nguyên và Môi trường,10.8800038,106.7870257,transport,,11773635258,node
Viện Y Dược học Dân tộc,10.797087,106.6712263,hospital,"273, Nguyễn Văn Trỗi, Phú Nhuận",358051927,way
Viện Y tế Công cộng Thành phố Hồ Chí Minh,10.7487737,106.6775243,research_institute,"159, Hưng Phú, Quận 8, Phường Hưng Phú",420287617,way
Viện kiểm sát Nhân dân Quận Gò Vấp,10.8329325,106.6667534,transport,,11758401326,node
Viện nghiên cứu Công nghệ Sinh học và Môi trường,10.8739763,106.7939959,school,,4837917579,node
Viện nghiên cứu dầu và cây có dầu,10.770738,106.6994915,office,"171-175, Hàm Nghi, Quận 1, Thành phố Hồ Chí Minh",1320370247,way
Viện thấm mỹ Bác sĩ Minh,10.7575935,106.6782304,hospital,"126, Lê Hồng Phong, Quận 5, Ho Chi Minh City",12522128792,node
Viện thẩm mỹ Pensilia (CN2),10.7710586,106.683142,other,"413-415, Nguyễn Đình Chiểu, Quận 3, Ho Chi Minh City",10660501144,node
Viện trao đổi văn hóa với Pháp,10.7797658,106.703614,other,"31, Thái Văn Lung",804925984,way
Viện đào tạo Bách Khoa (BKE),10.7909146,106.7284384,building,"24, Đường số 32, Quan 2, Thành phố Thủ Đức",1042144079,way
Việt An Group - VAG,10.8084052,106.7522007,office,"4D, Đường số 6, Thủ Đức",5021702017,node
Việt Music,10.7703882,106.67197,shop,,11250423459,node
Việt Nam Quốc tự,10.7720709,106.6732791,place_of_worship,,727014725,way
Việt Thành Tower,10.7536742,106.665861,other,"623-625, Đường Nguyễn Trãi",1469350418,way
Việt Tiệp Motor Center,10.753136,106.6243836,shop,"818, An Dương Vương",12813469652,node
Vo roof,10.7721804,106.7027227,restaurant,,10824331070,node
Voi,10.7886498,106.7071674,attraction,,6045634869,node
Vosa Sai Gon,10.7716054,106.7057454,office,,289926579,way
Vpbank,10.7879475,106.7030645,bank,,13431861493,node
Vtech,10.7529647,106.6540967,office,"938, Đường Nguyễn Trãi",1482251734,way
Vu Thi Thu Huong,10.8239156,106.7652333,office,A24 ok,4870022735,node
VuMarc - The Art of Hospitality Marketing,10.7952684,106.7221768,office,"720A, Điện Biện Phủ, Vinhomes Tân Cảng, Thành Phố Hồ Chí Minh",13866697448,node
Vua Nệm,10.8647895,106.7590457,shop,,10215649357,node
Vua cafe sach,10.79204,106.7042806,cafe,,12617701801,node
Vuông- Coffee & Booze,10.7921954,106.7128449,cafe,"76, Đường Ngô Tất Tố, Bình Thạnh, Ho Chi Minh City",9829539401,node
Vy bakery,10.7884736,106.6783874,shop,"23, Huynh Van Banh, Ho Chi Minh City",954859846,way
Vành đai trong - 36 Nguyễn Duy Trinh,10.7908557,106.7909941,transport,,11838346586,node
Vành đai trong - 817 Nguyễn Duy Trinh,10.790944,106.790745,transport,,11838346613,node
Vành đại Đại học Quốc gia Thành phố,10.8743732,106.807006,transport,,6543789617,node
Vân Kim Shop,10.7529544,106.6699356,shop,"96, Đường Trần Hưng Ðạo",1524793412,way
Vân Đường Phủ (Nhà cụ Vương Hồng Sển),10.8052246,106.6992364,museum,"11, Nguyễn Thiện Thuật",12901443422,node
Vãng Sanh Đường,10.7904953,106.6828925,shop,,494789248,way
Vé Máy Bay BAY VIỆT,10.9334575,106.7581442,shop,,4213545115,node
Vòng quay Ngã sáu Lê Văn Sỹ,10.7984972,106.6625769,transport,,11769139666,node
Vòng xoay An Phú,10.9464073,106.7435214,transport,,2945953227,node
Vòng xoay Cây Gõ,10.7534816,106.6430956,transport,"242, Minh Phụng",3171502928,node
Vòng xoay Công viên Ánh Sáng,10.8398678,106.8439392,transport,,11868700638,node
Vòng xoay Cầu Hóa An,10.9407514,106.803916,transport,,8992080817,node
Vòng xoay Dân Chủ,10.778608,106.6811087,transport,,11755184341,node
Vòng xoay Hàng Xanh,10.8009117,106.7099161,transport,,11782827573,node
Vòng xoay Hóa An,10.926781,106.8057745,transport,,8992071311,node
Vòng xoay Liên Phường,10.806914,106.788569,transport,,11868700604,node
Vòng xoay Lê Đại Hành,10.7696037,106.651568,transport,,3158957355,node
Vòng xoay Lăng Cha Cả,10.8016725,106.6625737,transport,,1171564036,node
Vòng xoay Nguyễn Huy Điển,10.8328643,106.6824728,transport,,12871242817,node
Vòng xoay Nguyễn Thái Sơn,10.8140201,106.6776269,transport,,11861142574,node
Vòng xoay Phú Lâm,10.7534189,106.6333409,transport,,3160552805,node
Vòng xoay Trần Bình Trọng - Nguyễn Văn Đậu,10.8098469,106.6896881,transport,,13654284961,node
Vô Thường,10.7578434,106.6628147,restaurant,"1, Đường Tăng Bạt Hổ",1451242349,way
Võ Ly Kim Ngân,10.757871,106.6806557,shop,"163, Đường Trần Bình Trọng",1463633178,way
Võ Ngọc Fashion,10.7543018,106.6688992,shop,"525, Đường Nguyễn Trãi",1472147471,way
Võ Thị Phải,10.885155,106.6481379,transport,,11837689904,node
Võ Thị Sáu,10.784854,106.691202,transport,,6315679795,node
Võ Văn Tần,10.7747207,106.6872266,transport,,3164237717,node
Võ Văn Vân,10.7633953,106.5669002,transport,,11802297404,node
Văn Phòng Amway,10.7733128,106.67992,office,,5613330530,node
Văn Phòng Công Chứng Châu Á,10.7780707,106.6913661,office,,9584833446,node
Văn Phòng Công Chứng Nguyễn Thị Hồng Nhung,10.8716347,106.7568702,office,,10215649355,node
Văn Phòng Công Chứng Nguyễn Thị Minh Hiền,10.8719961,106.5974819,office,Lê Thị Hà,5855803188,node
Văn Phòng Công Ty Fitso Hub Innovations,10.7831229,106.6465119,office,127B1 Ni sư huỳnh liên,13339777001,node
Văn Phòng Ngành Thuốc - Tập Đoàn Lộc Trời,10.7892512,106.7096369,office,"38, Mê Linh",4168817989,node
Văn Phòng Tổng Liên Hội,10.7659237,106.6644481,place_of_worship,"633, Đường 3 Tháng 2, Quận 10",327192435,way
Văn Phòng Vietnam Airlines Khu Vực Phía Nam,10.8103716,106.663753,other,,197557662,way
Văn Thới,10.7591609,106.6663635,shop,"147, Đường Nguyễn Chí Thanh",1444550260,way
Văn minh cà phê,10.7751982,106.7040925,cafe,,11381918869,node
"Văn phòng Ban điều hành Khu phố 42, 43, 44",10.8661199,106.6798966,office,"314, Hà Huy Giáp, Phường An Phú Đông",13336327011,node
Văn phòng Bộ Tài chính TP.HCM,10.7770973,106.6924963,office,"138, Nguyễn Thị Minh Khai",13466553005,node
Văn phòng Bộ Tư pháp tại Thành phố Hồ Chí Minh,10.7736041,106.6867585,office,"200C, Võ Văn Tần",1016426032,way
Văn phòng Công chứng Bùi Ngọc Hiếu,10.9478088,106.8186592,office,,1055983294,way
Văn phòng Công chứng số 1,10.7777954,106.6984683,office,,802069392,way
Văn phòng Cảng VICT (Vietnam International Container Terminal),10.7681923,106.7389488,other,"Bến Nghé, Quận 7, Thành Phố Hồ Chí Minh",1193381568,way
Văn phòng Giáo xứ Đức Mẹ Hằng Cứu Giúp,10.7818982,106.6807124,office,,10065436037,node
Văn phòng Hoàng Long,10.8610114,106.6616665,other,"967, Quốc lộ 1, quận 12, Ho Chi Minh",1194637106,way
Văn phòng Hội đồng Giám mục Việt Nam,10.7878078,106.6872792,other,"72/12, Hẻm 72 Trần Quốc Toản",494789243,way
Văn phòng ITL - Sân Bay,10.8102309,106.66516,building,"52-54-56, Trường Sơn, Quận Tân Bình, Thành phố Hồ Chí Minh",1043645518,way
"Văn phòng Khu phố 1, 2, 3",10.8486609,106.6156322,community_centre,,12963916762,node
"Văn phòng Khu phố 15, 16",10.8586493,106.6099652,community_centre,,12964057691,node
Văn phòng Khu phố 2,10.9496545,106.8178633,community_centre,,1041414655,way
Văn phòng Khu phố 24,10.7823972,106.6037799,office,"57, Đường số 16",1346913737,way
Văn phòng Khu phố 3,10.9066623,106.8297826,community_centre,,1047084822,way
"Văn phòng Khu phố 5, 6, 7",10.8594762,106.6793618,community_centre,,12644495312,node
Văn phòng Khu phố 9,10.7531342,106.5937194,other,"2, Đường 52B, Quận Bình Tân, Phường Tân Tạo A",1313270550,way
Văn phòng Kinh tế Văn hóa Đài Bắc tại Thành phố Hồ Chí Minh,10.7635224,106.6684975,office,"Đường Nguyễn Tri Phương, 10, Ho Chi Minh City",516946817,way
Văn phòng Linh mục,10.7786469,106.6991365,other,"1, Công trường Công xã Paris",801950708,way
Văn phòng Máy chế biến gỗ Quốc Duy,10.8283015,106.678394,office,"41/19, Nguyễn Oanh, Gò Vấp, Ho Chi Minh City",13900775134,node
Văn phòng Quản lý đường bộ IV.2,10.9021317,106.7987056,office,,1243929951,way
Văn phòng Quốc hội tại Thành phố Hồ Chí Minh,10.799992,106.674847,other,,142685938,way
Văn phòng Thừa phát lại Thành phố Biên Hoà,10.9444252,106.8195708,office,,1043436773,way
Văn phòng các Khoa,10.8699769,106.7794474,other,,839779987,way
Văn phòng Đăng ký Kinh doanh tỉnh Đồng Nai,10.9426387,106.8243815,office,,975203366,way
Văn phòng Ấp 2 xã Nhị Bình,10.9035294,106.6868288,transport,,11793312779,node
Vĩ Phong,10.8210767,106.6020452,transport,,11868497856,node
Vĩnh Hoàng 2,10.751333,106.6647557,shop,"32, Đường Tản Đà",1486116598,way
Vĩnh Huê,10.7528728,106.657723,pharmacy,"821, Đường Nguyễn Trãi",13668396345,node
Vĩnh Hằng,10.7527272,106.655737,shop,"907, Đường Nguyễn Trãi",1487437414,way
Vĩnh Khang,10.7528431,106.6520677,cafe,"1029C, Đường Nguyễn Trãi",13521003833,node
Vĩnh Phát,10.7558206,106.669438,shop,"163-165, Đường Nguyễn Tri Phương",13359804521,node
Vĩnh Thành Tâm,10.752452,106.6612894,shop,"117, Đường Triệu Quang Phục",1498171797,way
Vĩnh Trân,10.7530479,106.6577175,shop,"810, Đường Nguyễn Trãi",13667388859,node
